id,pred1,pred2,EM,F1
mrc-0-003411,,어떤 이유,0.0000,0.0000
mrc-0-003413,스톤페리어,스톤페리어,1.0000,1.0000
mrc-0-003418,의사결정권자들,의사결정권자들,1.0000,1.0000
mrc-0-003425,3차원,3차원 상자,0.0000,0.6667
mrc-0-003434,재산권 박탈,재산권 박탈,1.0000,1.0000
mrc-0-003436,,캉의 남쪽,0.0000,0.0000
mrc-0-003441,라트비아,1988년,0.0000,0.0000
mrc-0-003442,매개념,매개념,1.0000,1.0000
mrc-0-003454,16세기,16세기,1.0000,1.0000
mrc-0-003455,스포츠 신문,《데일리 스포츠 50년사》,0.0000,0.4000
mrc-0-003460,레기온,레기온,1.0000,1.0000
mrc-0-003499,초음파 가습기,기화식 가습기,0.0000,0.5000
mrc-0-003500,급소,인체의 급소,0.0000,0.6667
mrc-0-003501,백병전특화계열,무역,0.0000,0.0000
mrc-0-003503,긴급 구호 건설 법령,긴급 구호 건설 법령,1.0000,1.0000
mrc-0-003509,미국 긴축정책,미국 긴축정책,1.0000,1.0000
mrc-0-003514,인민의용군,인민의용군,1.0000,1.0000
mrc-0-003528,,어사대부,0.0000,0.0000
mrc-0-003540,함정과 인력의 부족,이미,0.0000,0.0000
mrc-0-003544,프랑스,프랑스,1.0000,1.0000
mrc-0-003558,연방 정부,연방 정부,1.0000,1.0000
mrc-0-003596,부당한 일요등교 지시,《아프리칸스어 강제》,0.0000,0.0000
mrc-0-003597,기원전 11년,기원전 11년,1.0000,1.0000
mrc-0-003614,복벽 내,내장 지방,0.0000,0.0000
mrc-0-003617,레온 트로츠키,레온 트로츠키,1.0000,1.0000
mrc-0-003628,원작자,판권관리,0.0000,0.0000
mrc-0-003629,체외수정,폴립,0.0000,0.0000
mrc-0-003639,토레 (torre),'온' (ón),0.0000,0.0000
mrc-0-003644,이탈리아,이탈리아,1.0000,1.0000
mrc-0-003645,<밤으로의 긴 여행>,<밤으로의 긴 여행>,1.0000,1.0000
mrc-0-003648,상대적 손실 가치,상대적 손실 가치,1.0000,1.0000
mrc-0-003669,법무성이,법무성이,1.0000,1.0000
mrc-0-003670,‘마루게’ 할아버지,에드워드 로브 엘리스(Edward Robb Ellis),0.0000,0.0000
mrc-0-003683,국가인권위원회,담임교사,0.0000,0.0000
mrc-0-003706,천공,셔우드 숲,0.0000,0.0000
mrc-0-003711,,석가모니,0.0000,0.0000
mrc-0-003716,오스트리아,오스트리아,1.0000,1.0000
mrc-0-003755,무신들이,정이대장군,0.0000,0.0000
mrc-0-003763,『불상조성권고문』,『불상조성권고문』,1.0000,1.0000
mrc-0-003770,"""""""명련사""""""","""명련사""",1.0000,1.0000
mrc-0-003807,키홀더,드류의 물건,0.0000,0.0000
mrc-0-003821,오스트리아,카르도나,0.0000,0.0000
mrc-0-003835,토스카나,토스카나,1.0000,1.0000
mrc-0-003870,천인대,「칭기즈 칸의 케식(친위대)」,0.0000,0.0000
mrc-0-003896,멀리사 스넬,멀리사 스넬,1.0000,1.0000
mrc-0-003904,1922년,1922년,1.0000,1.0000
mrc-0-003926,윤치호,윤치호 등과 살아남은 조카들이,0.0000,0.4000
mrc-0-003951,뉴질랜드,뉴질랜드,1.0000,1.0000
mrc-0-003953,평균비용,평균비용,1.0000,1.0000
mrc-0-003959,스파르타의 장군 길리포스,길리포스,0.0000,0.5000
mrc-0-003961,마에노 료타쿠,마에노 료타쿠,1.0000,1.0000
mrc-0-003962,뉴질랜드,뉴질랜드,1.0000,1.0000
mrc-0-003970,센리 선,교토 본선과 센리 선,0.0000,0.6667
mrc-0-003996,토우야,아루에,0.0000,0.0000
mrc-0-004007,신시내티대학교,빈 대학교,0.0000,0.0000
mrc-0-004017,"운항부주의, 방수구(放水口) 부족 등",정원 초과,0.0000,0.0000
mrc-0-004040,안티오쿠스,안티오쿠스,1.0000,1.0000
mrc-0-004081,멕시코만류,멕시코-미국 전쟁,0.0000,0.0000
mrc-0-004085,토머스 매케이,꾸준히,0.0000,0.0000
mrc-0-004111,1929년,1924년,0.0000,0.0000
mrc-0-004159,해 (지지)단계,해 (지지)단계,1.0000,1.0000
mrc-0-004182,파시즘,광무사검,0.0000,0.0000
mrc-0-004187,승려,승려,1.0000,1.0000
mrc-0-004196,심장 마비,불치병,0.0000,0.0000
mrc-0-004245,외무대신,내무대신,0.0000,0.0000
mrc-0-004266,영국,영국,1.0000,1.0000
mrc-0-004280,사츠키,사츠키,1.0000,1.0000
mrc-0-004308,"Beetles(딱정벌레)
mrc-1-000841	사돈인 한진창
mrc-1-001669	대밭골
mrc-0-005486	조조
mrc-0-004372	대구
mrc-0-000944	여객 또는 화물
mrc-0-004410	시릴 라마포사 대통령
mrc-0-001659	V-칩
mrc-0-002991	마야
mrc-0-001251	공화당원 투표인들 만을 화나게
mrc-0-003528	어사대부
mrc-0-002877	빌트루디스
mrc-1-000177	제8조
mrc-0-005447	석재
mrc-1-001517	강원도도장관
mrc-0-003711	성철(이영주)
mrc-0-004394	프리드리히 니체
mrc-0-004335	일간 뉴욕타임스
mrc-0-000651	1967년
mrc-0-002989	재단 X
mrc-0-001804	자유당계 인사들
mrc-0-003411	서스펜디드 게임
mrc-0-003436	주노 해변
mrc-0-002605	수수께끼의 콘드률
",356,0.0000,0.0000
mrc-0-004310,일본 가도카와 쇼텐,일본 가도카와 쇼텐,1.0000,1.0000
mrc-0-004318,1943년 7월 2일,1943년 7월 2일,1.0000,1.0000
mrc-0-004323,강력범죄 특별수사관,수석 연구원,0.0000,0.0000
mrc-0-004329,황소,황소,1.0000,1.0000
mrc-0-004335,,뉴욕타임스,0.0000,0.0000
mrc-0-004336,예루살렘 성전,예루살렘 성전,1.0000,1.0000
mrc-0-004345,1991년,1965년과 1969년,0.0000,0.0000
mrc-0-004363,파비아,파비아,1.0000,1.0000
mrc-0-004371,김영권,미드(Mead),0.0000,0.0000
mrc-0-004372,,대구,0.0000,0.0000
mrc-0-004373,5월 29일,5월 29일,1.0000,1.0000
mrc-0-004389,트루먼의 아빠,실비아,0.0000,0.0000
mrc-0-004392,뇌 일부,뇌,0.0000,0.6667
mrc-0-004394,,프리드리히 니체,0.0000,0.0000
mrc-0-004402,1995년,1995년,1.0000,1.0000
mrc-0-004410,,시릴 라마포사 대통령,0.0000,0.0000
mrc-0-004413,호어벨리샤,호어벨리샤,1.0000,1.0000
mrc-0-004430,금기,권총,0.0000,0.0000
mrc-0-004432,연합국 측,연합국 측,1.0000,1.0000
mrc-0-004438,교란 요인을 통제하는 것,교란 요인을 통제하는 것은 매우 중요하기 때문,0.0000,0.5455
mrc-0-004445,2019년 8월 1일,2019년 8월 1일,1.0000,1.0000
mrc-0-004460,고문,고문,1.0000,1.0000
mrc-0-004465,와히드 박사,와히드 박사,1.0000,1.0000
mrc-0-004467,1994년,1994년,1.0000,1.0000
mrc-0-004484,전라남도 지역,전라남도,0.0000,0.6667
mrc-0-004487,피터 발스 박사,피터 발스 박사,1.0000,1.0000
mrc-0-004490,약물,약물,1.0000,1.0000
mrc-0-004510,인체의 치수(인체측정학의 측정 기준),인체의 치수,0.0000,0.3333
mrc-0-004531,판옥선,거북선,0.0000,0.0000
mrc-0-004538,밀,밀,1.0000,1.0000
mrc-0-004543,고전도성 철,고전도성 철,1.0000,1.0000
mrc-0-004545,후군,조인과 하후돈,0.0000,0.0000
mrc-0-004579,전라북도 전주,서대문,0.0000,0.0000
mrc-0-004594,연수제도의 문제점을 해결,경제적 목적,0.0000,0.0000
mrc-0-004626,웅기탁,약간,0.0000,0.0000
mrc-0-004646,건늠선,"""통근 전용 출구""",0.0000,0.0000
mrc-0-004648,식후 졸림증,식후 졸림증,1.0000,1.0000
mrc-0-004649,내각,중앙 정부,0.0000,0.0000
mrc-0-004669,교황,로마 교구,0.0000,0.0000
mrc-0-004672,존 벨링햄,존 벨링햄,1.0000,1.0000
mrc-0-004674,테코아쿠,테코아쿠,1.0000,1.0000
mrc-0-004690,리 컬른,배리 기퍼드,0.0000,0.0000
mrc-0-004708,땅 속이나 나무 줄기 사이,위장,0.0000,0.0000
mrc-0-004709,블랙 홀,'보이지 않는 동반 천체',0.0000,0.0000
mrc-0-004710,김학우 암살 사건,군자금 모금,0.0000,0.0000
mrc-0-004738,미국연방헌법 수정조항 제5조,반드시,0.0000,0.0000
mrc-0-004755,프레쉬킬스 매립,프레쉬킬스 매립,1.0000,1.0000
mrc-0-004759,하이브리드 잉크 배합물,볼펜 팁,0.0000,0.0000
mrc-0-004803,예시 아티드랑 텔렘당,예시 아티드랑 텔렘당,1.0000,1.0000
mrc-0-004830,13개,13개,1.0000,1.0000
mrc-0-004832,공병우 자판,KS X 5002 “정보처리용 건반 배열”,0.0000,0.0000
mrc-0-004840,초나라,초나라가 장차 흥성할 것이므로,0.0000,0.0000
mrc-0-004855,1756년,1756년,1.0000,1.0000
mrc-0-004862,정통 칼리파(Al-Khalifah Ar-Rashid),‘지상에서의 알라의 그림자’,0.0000,0.0000
mrc-0-004880,남미 자브로,남미 자브로,1.0000,1.0000
mrc-0-004909,모술,모술,1.0000,1.0000
mrc-0-004910,유럽의 서부 전선,유럽의 서부 전선,1.0000,1.0000
mrc-0-004927,풍력이나 조력 발전 등 대체 에너지의 개발,풍력이나 조력 발전 등 대체 에너지의 개발,1.0000,1.0000
mrc-0-004928,하미드 카르자이,하미드 카르자이,1.0000,1.0000
mrc-0-004932,3년,3년,1.0000,1.0000
mrc-0-004954,제5중대장 김상흥 대위,김상흥 대위,0.0000,0.8000
mrc-0-004970,한 번,한 번,1.0000,1.0000
mrc-0-004971,천도교 대종사장(大宗司長),천도교 대종사장(大宗司長),1.0000,1.0000
mrc-0-005012,"""""""이탈리아 요리""","""이탈리아 요리""",1.0000,1.0000
mrc-0-005021,대의제도,구체제,0.0000,0.0000
mrc-0-005094,여성 금주 동맹,여성 금주 동맹,1.0000,1.0000
mrc-0-005097,갈리아인,갈리아,0.0000,0.0000
mrc-0-005108,아프로디테의 사랑을 받았던 소년 아도니스,알라,0.0000,0.0000
mrc-0-005166,괜찮다고,적어도,0.0000,0.0000
mrc-0-005180,Lea et al (1987),Xgl,0.0000,0.0000
mrc-0-005209,도쿄의 윤락가,홍등가,0.0000,0.0000
mrc-0-005210,티에리 앙리,티에리 앙리,1.0000,1.0000
mrc-0-005215,입석대(立石臺),입석대(立石臺),1.0000,1.0000
mrc-0-005260,안드레아스,비트겐슈타인,0.0000,0.0000
mrc-0-005278,근세 이전,근세 이전,1.0000,1.0000
mrc-0-005283,감각기에,감각기에,1.0000,1.0000
mrc-0-005293,유니언역,밀리켄역 (Milliken Station),0.0000,0.0000
mrc-0-005328,조선 초기,고려 초기,0.0000,0.5000
mrc-0-005332,부여석조,부여석조,1.0000,1.0000
mrc-0-005342,소루트비히,소루트비히,1.0000,1.0000
mrc-0-005387,자동차 폐기장,자동차 폐기장,1.0000,1.0000
mrc-0-005403,1720년,1720년,1.0000,1.0000
mrc-0-005407,숙의 정씨,숙의 정씨,1.0000,1.0000
mrc-0-005410,오미이마즈 역에서 병결 및 분리를 하는 동안,다키 역 ~ 신구 역 구간,0.0000,0.0000
mrc-0-005411,사비나,프로스비,0.0000,0.0000
mrc-0-005422,옥시전 디스트로이어의 비밀,옥시전 디스트로이어,0.0000,0.4000
mrc-0-005447,,석재,0.0000,0.0000
mrc-0-005465,쿠파,쿠파,1.0000,1.0000
mrc-0-005486,,조조,0.0000,0.0000
mrc-1-000008,히틀러의 외투,외투,0.0000,0.6667
mrc-1-000013,요새,요새,1.0000,1.0000
mrc-1-000021,국가안보상 필요할 경우,국가안보상 필요할 경우,1.0000,1.0000
mrc-1-000056,라크스 클라인,키라 야마토,0.0000,0.0000
mrc-1-000086,"이승만, 김구","이승만, 김구",1.0000,1.0000
mrc-1-000094,"구와바라 다케오(桑原武夫, 교토대 명예교수)",구와바라 다케오,0.0000,0.3333
mrc-1-000112,순치제,순치제,1.0000,1.0000
mrc-1-000116,타르타로스,김재준,0.0000,0.0000
mrc-1-000143,밀양 농잠학교,밀양 농잠학교,1.0000,1.0000
mrc-1-000155,1996년 6월 24일,24일,0.0000,0.5000
mrc-1-000163,하코네 산의 화산 폭발,하코네 산의 화산 폭발,1.0000,1.0000
mrc-1-000177,,제8조,0.0000,0.0000
mrc-1-000181,이언용(李彦鎔),강세황,0.0000,0.0000
mrc-1-000189,공수부대,공수부대,1.0000,1.0000
mrc-1-000218,보러블 3부작,〈RURUTIA Planet〉,0.0000,0.0000
mrc-1-000221,스테인리스 스틸 T304,해초산,0.0000,0.0000
mrc-1-000225,1818년,1818년,1.0000,1.0000
mrc-1-000227,유표군,반동탁연합군,0.0000,0.0000
mrc-1-000235,농지,'농지',1.0000,1.0000
mrc-1-000256,쿠니스,쿠니스,1.0000,1.0000
mrc-1-000267,3층,3층,1.0000,1.0000
mrc-1-000278,청구의 원인,가집행선고의 신청을 적는 것,0.0000,0.0000
mrc-1-000292,오티스 소프,오티스 소프,1.0000,1.0000
mrc-1-000320,1번 ~ 9번,심검,0.0000,0.0000
mrc-1-000376,시나위 대금,시나위 대금,1.0000,1.0000
mrc-1-000387,국가,전통적인 미디어,0.0000,0.0000
mrc-1-000412,몽골의 하슈바타린 차간바타르,미하일린,0.0000,0.0000
mrc-1-000418,일등바위,국사봉,0.0000,0.0000
mrc-1-000518,아드레날린,아드레날린,1.0000,1.0000
mrc-1-000521,종 맨 위,돈대,0.0000,0.0000
mrc-1-000524,밀로셰비치,밀로셰비치,1.0000,1.0000
mrc-1-000536,양극화,가끔 (대략,0.0000,0.0000
mrc-1-000550,마리아의 다섯 가지 기쁨,마리아의 다섯 가지 기쁨,1.0000,1.0000
mrc-1-000573,큰곰자리 운동성군,큰곰자리 운동성군,1.0000,1.0000
mrc-1-000580,히스토리아가,미카사 아커만,0.0000,0.0000
mrc-1-000582,소반,부엌,0.0000,0.0000
mrc-1-000621,간석기(마제석기),간석기(마제석기),1.0000,1.0000
mrc-1-000623,1866년,1866년,1.0000,1.0000
mrc-1-000627,1967년 11월 15일,1967년 11월 15일,1.0000,1.0000
mrc-1-000650,광물,광물,1.0000,1.0000
mrc-1-000651,<고려대 도서관>,<고려대 도서관>,1.0000,1.0000
mrc-1-000653,사락사라,사만 행성,0.0000,0.0000
mrc-1-000666,여름철,여름철,1.0000,1.0000
mrc-1-000690,"""""""하비 로우마이어""""""","""하비 로우마이어""",1.0000,1.0000
mrc-1-000691,말,말,1.0000,1.0000
mrc-1-000694,연청권,연청권,1.0000,1.0000
mrc-1-000695,고려 말,고려 말,1.0000,1.0000
mrc-1-000713,드주드주아나의 동굴,드주드주아나의 동굴,1.0000,1.0000
mrc-1-000715,네스토리우스,히파르코스,0.0000,0.0000
mrc-1-000727,두 가지,수도원,0.0000,0.0000
mrc-1-000769,좌일선의 제1대대,좌일선의 제1대대,1.0000,1.0000
mrc-1-000770,중동 건설 현장,중동 건설 현장,1.0000,1.0000
mrc-1-000780,강 노인,강 노인,1.0000,1.0000
mrc-1-000788,프랑스,프랑스,1.0000,1.0000
mrc-1-000791,금융위원회,금융위원회,1.0000,1.0000
mrc-1-000801,손가락,손가락,1.0000,1.0000
mrc-1-000813,태풍 초이완이 크게 발달하면서,마리아나 제도,0.0000,0.0000
mrc-1-000841,,한진창,0.0000,0.0000
mrc-1-000856,목재와 장작을 실어나르고자,"광역급행철도 (Regional Express Rail, RER) 사업의 일환",0.0000,0.0000
mrc-1-000862,연개소문,이세적,0.0000,0.0000
mrc-1-000870,덕양(徳洋),미즈누마 미미코,0.0000,0.0000
mrc-1-000889,667년,금산전투,0.0000,0.0000
mrc-1-000908,기침,기침,1.0000,1.0000
mrc-1-000954,2008 년,1989년,0.0000,0.0000
mrc-1-000972,미노프스키 입자,이미,0.0000,0.0000
mrc-1-000977,나는 참된 보통 선거를 원한다,다소,0.0000,0.0000
mrc-1-000993,총배설강,전기수용 체계,0.0000,0.0000
mrc-1-001011,뷔르츠부르크 대학교,뷔르츠부르크 대학교,1.0000,1.0000
mrc-1-001020,팔레스타인,덴마크,0.0000,0.0000
mrc-1-001025,「티탄즈」,「티탄즈」,1.0000,1.0000
mrc-1-001027,광주지방검찰청 순천지청,광주지방검찰청 순천지청,1.0000,1.0000
mrc-1-001035,절,절의,0.0000,0.0000
mrc-1-001051,나르샤(날아 오르다) 선발대회,IYPT,0.0000,0.0000
mrc-1-001071,남자아이 빈,이미,0.0000,0.0000
mrc-1-001113,냉전,냉전 종식,0.0000,0.6667
mrc-1-001141,《후한서》,《삼국유사》,0.0000,0.0000
mrc-1-001155,광고,광고,1.0000,1.0000
mrc-1-001179,쿠페,쿠페,1.0000,1.0000
mrc-1-001196,다케다 요헤이,애덤 이턴,0.0000,0.0000
mrc-1-001214,CP0의 요원,CP0의 요원,1.0000,1.0000
mrc-1-001229,OekakiBBS,OekakiBBS,1.0000,1.0000
mrc-1-001239,스탠션 폴(손잡이 봉),야마가타 신칸센,0.0000,0.0000
mrc-1-001242,볼바라,볼바라고,0.0000,0.0000
mrc-1-001269,패닌,패닌,1.0000,1.0000
mrc-1-001272,프랑스,프랑스군,0.0000,0.0000
mrc-1-001277,좀비,좀비,1.0000,1.0000
mrc-1-001280,미국 대통령 우드로 윌슨,미국 대통령 우드로 윌슨,1.0000,1.0000
mrc-1-001301,대통령 캘빈 쿨리지,대통령 캘빈 쿨리지,1.0000,1.0000
mrc-1-001310,안티트롬빈,안티트롬빈,1.0000,1.0000
mrc-1-001316,조선무선공학원,퀸스 빌딩(Queen's Building),0.0000,0.0000
mrc-1-001332,유카-페카 사라스테,아트레우스,0.0000,0.0000
mrc-1-001341,“가상 연좌시위”,“가상 연좌시위”,1.0000,1.0000
mrc-1-001353,애굽,미디안,0.0000,0.0000
mrc-1-001370,국제법,국제법,1.0000,1.0000
mrc-1-001394,"""""""바라아""""""","""바라아""",1.0000,1.0000
mrc-1-001425,260억 개,260억 개,1.0000,1.0000
mrc-1-001426,독도 영유권,"""수출 규제 해제 요청""",0.0000,0.0000
mrc-1-001436,앙리 블랑슈,앙리 블랑슈,1.0000,1.0000
mrc-1-001443,일리노이주,일리노이주,1.0000,1.0000
mrc-1-001457,도요토미 히데요시,도요토미 히데요시,1.0000,1.0000
mrc-1-001466,1938년,1933년,0.0000,0.0000
mrc-1-001485,에베소,에베소,1.0000,1.0000
mrc-1-001516,가속화 분류기,가속화 분류기,1.0000,1.0000
mrc-1-001517,,지방행정국,0.0000,0.0000
mrc-1-001523,보두앵 5세,니 기븐,0.0000,0.0000
mrc-1-001541,유대인들,기독교 교파,0.0000,0.0000
mrc-1-001543,《델타 포스: 블랙 호크 다운》,《델타 포스: 블랙 호크 다운》,1.0000,1.0000
mrc-1-001545,차가운 점액,차가운 점액,1.0000,1.0000
mrc-1-001549,경추,머리,0.0000,0.0000
mrc-1-001554,야기옐론 대학,크라쿠프 대학,0.0000,0.5000
mrc-1-001555,지바 현립 사쿠라 제1 고등학교,미야코지마 공업고등학교,0.0000,0.0000
mrc-1-001559,소방방재센터,소방방제센터,0.0000,0.0000
mrc-1-001582,1934년,1934년,1.0000,1.0000
mrc-1-001584,글래스고 대학교,글래스고 대학교,1.0000,1.0000
mrc-1-001592,매일 저녁,매일 저녁,1.0000,1.0000
mrc-1-001594,자유송환,자유송환,1.0000,1.0000
mrc-1-001600,플랑베르주,플랑베르주,1.0000,1.0000
mrc-1-001603,더불어민주당의 제10호 영입인재,법관 출신 인사,0.0000,0.0000
mrc-1-001619,오야마 이와오,유재흥,0.0000,0.0000
mrc-1-001624,동국,추포관부,0.0000,0.0000
mrc-1-001634,성경의 요한 계시록,《나무 그림》,0.0000,0.0000
mrc-1-001635,배우자,배우자,1.0000,1.0000
mrc-1-001662,보신 전쟁,보신 전쟁,1.0000,1.0000
mrc-1-001669,,금강산(강원도 회양군 장연리),0.0000,0.0000
mrc-1-001670,현무암 화방벽,현무암 화방벽,1.0000,1.0000
mrc-1-001689,아메토미 검교,마니 바드라,0.0000,0.0000
mrc-1-001690,국립중앙박물관,국립중앙박물관,1.0000,1.0000
mrc-1-001692,총 15개,적어도,0.0000,0.0000
mrc-1-001716,1945년,1945년,1.0000,1.0000
mrc-1-001721,이경희,이경희,1.0000,1.0000
mrc-1-001724,노스햄프턴 교회,노스햄프턴 교회,1.0000,1.0000
mrc-1-001727,수영공원,수영공원,1.0000,1.0000
mrc-1-001729,수리물리학,수리물리학,1.0000,1.0000
mrc-1-001735,마리아 팔코네티,한때,0.0000,0.0000
mrc-1-001769,헝가리,헝가리,1.0000,1.0000
mrc-1-001775,카르멜 수녀원,카르멜 수녀원,1.0000,1.0000
mrc-1-001797,영도구 영선동에 위치한 영선국민학교 화장실,서구 감천동 뒷산,0.0000,0.0000
mrc-1-001802,호메이니,호메이니,1.0000,1.0000
mrc-1-001829,화흡,화흡,1.0000,1.0000
